LOCALITY_ID,LOCALITY_NAME,LOCALITY_TYPE,POSTCODE,STATE,LGA_CODE,LGA_NAME
NSW1,AARONS PASS,GAZETTED LOCALITY,2850,NSW,LGA15270,Mid-Western Regional (A)
NSW2,ABBOTSBURY,GAZETTED LOCALITY,2176,NSW,LGA12850,Fairfield (C)
NSW3,ABBOTSFORD,GAZETTED LOCALITY,2046,NSW,LGA11520,Canada Bay (A)
NSW4,ABERCROMBIE,GAZETTED LOCALITY,2795,NSW,LGA10470,Bathurst Regional (A)
NSW5,ABERCROMBIE RIVER,GAZETTED LOCALITY,2795,NSW,LGA10470,Bathurst Regional (A)
NSW6,ABERDARE,GAZETTED LOCALITY,2325,NSW,LGA11720,Cessnock (C)
NSW8,ABERDEEN,GAZETTED LOCALITY,2336,NSW,LGA17620,Upper Hunter Shire (A)
NSW9,ABERFOYLE,GAZETTED LOCALITY,2350,NSW,LGA10130,Armidale Regional (A)
NSW10,ABERGLASSLYN,GAZETTED LOCALITY,2320,NSW,LGA15050,Maitland (C)
NSW11,ABERMAIN,GAZETTED LOCALITY,2326,NSW,LGA11720,Cessnock (C)
NSW12,ABERNETHY,GAZETTED LOCALITY,2325,NSW,LGA11720,Cessnock (C)
NSW13,ABINGTON,GAZETTED LOCALITY,2350,NSW,LGA17650,Uralla (A)
NSW5028,ACACIA CREEK,GAZETTED LOCALITY,2476,NSW,LGA17400,Tenterfield (A)
NSW14,ACACIA GARDENS,GAZETTED LOCALITY,2763,NSW,LGA10750,Blacktown (C)
NSW15,ADAMINABY,GAZETTED LOCALITY,2629,NSW,LGA17040,Snowy Monaro Regional (A)
NSW16,ADAMSTOWN,GAZETTED LOCALITY,2289,NSW,LGA15900,Newcastle (C)
NSW17,ADAMSTOWN HEIGHTS,GAZETTED LOCALITY,2289,NSW,LGA15900,Newcastle (C)
NSW18,ADELONG,GAZETTED LOCALITY,2729,NSW,LGA17080,Snowy Valleys (A)
NSW19,ADJUNGBILLY,GAZETTED LOCALITY,2727,NSW,LGA13510,Gundagai (A)
NSW20,AFTERLEE,GAZETTED LOCALITY,2474,NSW,LGA14550,Kyogle (A)
NSW21,AGNES BANKS,GAZETTED LOCALITY,2753,NSW,LGA16350,Penrith (C)
NSW22,AIRDS,GAZETTED LOCALITY,2560,NSW,LGA11500,Campbelltown (C) (NSW)
NSW23,AKOLELE,GAZETTED LOCALITY,2546,NSW,LGA12750,Eurobodalla (A)
NSW24,ALBERT,GAZETTED LOCALITY,2873,NSW,LGA14600,Lachlan (A)
NSW25,ALBION PARK,GAZETTED LOCALITY,2527,NSW,LGA16900,Shellharbour (C)
NSW26,ALBION PARK RAIL,GAZETTED LOCALITY,2527,NSW,LGA16900,Shellharbour (C)
NSW27,ALBURY,GAZETTED LOCALITY,2640,NSW,LGA10050,Albury (C)
NSW28,ALDAVILLA,GAZETTED LOCALITY,2440,NSW,LGA14350,Kempsey (A)
NSW29,ALECTOWN,GAZETTED LOCALITY,2870,NSW,LGA16200,Parkes (A)
NSW30,ALEXANDRIA,GAZETTED LOCALITY,2015,NSW,LGA17200,Sydney (C)
NSW31,ALFORDS POINT,GAZETTED LOCALITY,2234,NSW,LGA17150,Sutherland Shire (A)
NSW32,ALFREDTOWN,GAZETTED LOCALITY,2650,NSW,LGA17750,Wagga Wagga (C)
NSW33,ALICE,GAZETTED LOCALITY,2469,NSW,LGA11730,Clarence Valley (A)
NSW34,ALISON,GAZETTED LOCALITY,2420,NSW,LGA12700,Dungog (A)
NSW35,ALISON,GAZETTED LOCALITY,2259,NSW,LGA11650,Central Coast (C) (NSW)
NSW36,ALLAMBIE HEIGHTS,GAZETTED LOCALITY,2100,NSW,LGA15990,Northern Beaches (A)
NSW37,ALLANDALE,GAZETTED LOCALITY,2320,NSW,LGA11720,Cessnock (C)
NSW38,ALLAWAH,GAZETTED LOCALITY,2218,NSW,LGA12930,Georges River (A)
NSW39,ALLEENA,GAZETTED LOCALITY,2671,NSW,LGA10800,Bland (A)
NSW40,ALLGOMERA,GAZETTED LOCALITY,2441,NSW,LGA15700,Nambucca (A)
NSW41,ALLWORTH,GAZETTED LOCALITY,2425,NSW,LGA15240,Mid-Coast (A)
NSW42,ALLYNBROOK,GAZETTED LOCALITY,2311,NSW,LGA12700,Dungog (A)
NSW43,ALMA PARK,GAZETTED LOCALITY,2659,NSW,LGA13340,Greater Hume Shire (A)
NSW44,ALPINE,GAZETTED LOCALITY,2575,NSW,LGA18350,Wingecarribee (A)
NSW45,ALSTONVALE,GAZETTED LOCALITY,2477,NSW,LGA10250,Ballina (A)
NSW46,ALSTONVILLE,GAZETTED LOCALITY,2477,NSW,LGA10250,Ballina (A)
NSW47,ALUMY CREEK,GAZETTED LOCALITY,2460,NSW,LGA11730,Clarence Valley (A)
NSW48,AMAROO,GAZETTED LOCALITY,2866,NSW,LGA11400,Cabonne (A)
NSW49,AMBARVALE,GAZETTED LOCALITY,2560,NSW,LGA11500,Campbelltown (C) (NSW)
NSW5031,AMOSFIELD,GAZETTED LOCALITY,4380,NSW,LGA17400,Tenterfield (A)
NSW5049,ANABRANCH NORTH,GAZETTED LOCALITY,2648,NSW,LGA18200,Wentworth (A)
NSW5048,ANABRANCH SOUTH,GAZETTED LOCALITY,2648,NSW,LGA18200,Wentworth (A)
NSW51,ANAMBAH,GAZETTED LOCALITY,2320,NSW,LGA15050,Maitland (C)
NSW52,ANDO,GAZETTED LOCALITY,2631,NSW,LGA17040,Snowy Monaro Regional (A)
NSW53,ANEMBO,GAZETTED LOCALITY,2621,NSW,LGA17040,Snowy Monaro Regional (A)
NSW55,ANGLEDALE,GAZETTED LOCALITY,2550,NSW,LGA10550,Bega Valley (A)
NSW56,ANGLEDOOL,GAZETTED LOCALITY,2834,NSW,LGA11200,Brewarrina (A)
NSW57,ANGLERS REACH,GAZETTED LOCALITY,2629,NSW,LGA17040,Snowy Monaro Regional (A)
NSW58,ANGOURIE,GAZETTED LOCALITY,2464,NSW,LGA11730,Clarence Valley (A)
NSW59,ANNA BAY,GAZETTED LOCALITY,2316,NSW,LGA16400,Port Stephens (A)
NSW60,ANNANDALE,GAZETTED LOCALITY,2038,NSW,LGA14170,Inner West (A)
NSW61,ANNANGROVE,GAZETTED LOCALITY,2156,NSW,LGA17420,The Hills Shire (A)
NSW62,APPIN,GAZETTED LOCALITY,2560,NSW,LGA18400,Wollondilly (A)
NSW63,APPLE TREE FLAT,GAZETTED LOCALITY,2850,NSW,LGA15270,Mid-Western Regional (A)
NSW64,APPLEBY,GAZETTED LOCALITY,2340,NSW,LGA17310,Tamworth Regional (A)
NSW65,APPLETREE FLAT,GAZETTED LOCALITY,2330,NSW,LGA17000,Singleton (A)
NSW66,APSLEY,GAZETTED LOCALITY,2820,NSW,LGA18230,Western Plains Regional (A)
NSW67,ARABLE,GAZETTED LOCALITY,2630,NSW,LGA17040,Snowy Monaro Regional (A)
NSW68,ARAKOON,GAZETTED LOCALITY,2431,NSW,LGA14350,Kempsey (A)
NSW69,ARALUEN,GAZETTED LOCALITY,2622,NSW,LGA16490,Queanbeyan-Palerang Regional (A)
NSW70,ARATULA,GAZETTED LOCALITY,2714,NSW,LGA15520,Murray River (A)
NSW71,ARCADIA,GAZETTED LOCALITY,2159,NSW,LGA14000,Hornsby (A)
NSW72,ARCADIA VALE,GAZETTED LOCALITY,2283,NSW,LGA14650,Lake Macquarie (C)
NSW73,ARDGLEN,GAZETTED LOCALITY,2338,NSW,LGA14920,Liverpool Plains (A)
NSW74,ARDING,GAZETTED LOCALITY,2358,NSW,LGA17650,Uralla (A)
NSW75,ARDLETHAN,GAZETTED LOCALITY,2665,NSW,LGA12000,Coolamon (A)
NSW76,ARGALONG,GAZETTED LOCALITY,2720,NSW,LGA17080,Snowy Valleys (A)
NSW77,ARGENTON,GAZETTED LOCALITY,2284,NSW,LGA14650,Lake Macquarie (C)
NSW78,ARGENTS HILL,GAZETTED LOCALITY,2449,NSW,LGA15700,Nambucca (A)
NSW79,ARGOON,GAZETTED LOCALITY,2707,NSW,LGA15560,Murrumbidgee (A)
NSW81,ARIAH PARK,GAZETTED LOCALITY,2665,NSW,LGA17350,Temora (A)
NSW82,ARKELL,GAZETTED LOCALITY,2795,NSW,LGA10470,Bathurst Regional (A)
NSW83,ARKSTONE,GAZETTED LOCALITY,2795,NSW,LGA16100,Oberon (A)
NSW84,ARMATREE,GAZETTED LOCALITY,2828,NSW,LGA12950,Gilgandra (A)
NSW85,ARMIDALE,GAZETTED LOCALITY,2350,NSW,LGA10130,Armidale Regional (A)
NSW86,ARNCLIFFE,GAZETTED LOCALITY,2205,NSW,LGA16650,Rockdale (C)
NSW87,ARNDELL PARK,GAZETTED LOCALITY,2148,NSW,LGA10750,Blacktown (C)
NSW88,ARRAWARRA,GAZETTED LOCALITY,2456,NSW,LGA11800,Coffs Harbour (C)
NSW89,ARRAWARRA HEADLAND,GAZETTED LOCALITY,2456,NSW,LGA11800,Coffs Harbour (C)
NSW90,ARTARMON,GAZETTED LOCALITY,2064,NSW,LGA18250,Willoughby (C)
NSW91,ARTHURVILLE,GAZETTED LOCALITY,2820,NSW,LGA18230,Western Plains Regional (A)
NSW92,ARUMPO,GAZETTED LOCALITY,2715,NSW,LGA18200,Wentworth (A)
NSW93,ASHBURY,GAZETTED LOCALITY,2193,NSW,LGA11570,Canterbury-Bankstown (A)
NSW94,ASHBY,GAZETTED LOCALITY,2463,NSW,LGA11730,Clarence Valley (A)
NSW95,ASHBY HEIGHTS,GAZETTED LOCALITY,2463,NSW,LGA11730,Clarence Valley (A)
NSW96,ASHBY ISLAND,GAZETTED LOCALITY,2463,NSW,LGA11730,Clarence Valley (A)
NSW97,ASHCROFT,GAZETTED LOCALITY,2168,NSW,LGA14900,Liverpool (C)
NSW98,ASHFIELD,GAZETTED LOCALITY,2131,NSW,LGA14170,Inner West (A)
NSW99,ASHFORD,GAZETTED LOCALITY,2361,NSW,LGA14200,Inverell (A)
NSW100,ASHLEY,GAZETTED LOCALITY,2400,NSW,LGA15300,Moree Plains (A)
NSW101,ASHMONT,GAZETTED LOCALITY,2650,NSW,LGA17750,Wagga Wagga (C)
NSW102,ASHTONFIELD,GAZETTED LOCALITY,2323,NSW,LGA15050,Maitland (C)
NSW103,ASQUITH,GAZETTED LOCALITY,2077,NSW,LGA14000,Hornsby (A)
NSW104,ATHOLWOOD,GAZETTED LOCALITY,2361,NSW,LGA14200,Inverell (A)
NSW105,ATTUNGA,GAZETTED LOCALITY,2345,NSW,LGA17310,Tamworth Regional (A)
NSW106,AUBURN,GAZETTED LOCALITY,2144,NSW,LGA12380,Cumberland (A)
NSW107,AUBURN VALE,GAZETTED LOCALITY,2360,NSW,LGA14200,Inverell (A)
NSW108,AUSTINMER,GAZETTED LOCALITY,2515,NSW,LGA18450,Wollongong (C)
NSW109,AUSTRAL,GAZETTED LOCALITY,2179,NSW,LGA14900,Liverpool (C)
NSW110,AUSTRAL EDEN,GAZETTED LOCALITY,2440,NSW,LGA14350,Kempsey (A)
NSW5090,AVALON BEACH,GAZETTED LOCALITY,2107,NSW,LGA15990,Northern Beaches (A)
NSW112,AVISFORD,GAZETTED LOCALITY,2850,NSW,LGA15270,Mid-Western Regional (A)
NSW113,AVOCA,GAZETTED LOCALITY,2577,NSW,LGA18350,Wingecarribee (A)
NSW114,AVOCA BEACH,GAZETTED LOCALITY,2251,NSW,LGA11650,Central Coast (C) (NSW)
NSW115,AVON,GAZETTED LOCALITY,2574,NSW,LGA18350,Wingecarribee (A)
NSW116,AVONDALE,GAZETTED LOCALITY,2530,NSW,LGA18450,Wollongong (C)
NSW117,AVONSIDE,GAZETTED LOCALITY,2628,NSW,LGA17040,Snowy Monaro Regional (A)
NSW118,AWABA,GAZETTED LOCALITY,2283,NSW,LGA14650,Lake Macquarie (C)
NSW119,AYLMERTON,GAZETTED LOCALITY,2575,NSW,LGA18350,Wingecarribee (A)
NSW120,BAAN BAA,GAZETTED LOCALITY,2390,NSW,LGA15750,Narrabri (A)
NSW121,BABINDA,GAZETTED LOCALITY,2825,NSW,LGA10950,Bogan (A)
NSW122,BABYL CREEK,GAZETTED LOCALITY,2470,NSW,LGA14550,Kyogle (A)
NSW123,BACK CREEK,GAZETTED LOCALITY,2390,NSW,LGA13660,Gwydir (A)
NSW124,BACK CREEK,GAZETTED LOCALITY,2484,NSW,LGA17550,Tweed (A)
NSW125,BACK CREEK,GAZETTED LOCALITY,2671,NSW,LGA10800,Bland (A)
NSW126,BACK CREEK,GAZETTED LOCALITY,2622,NSW,LGA16490,Queanbeyan-Palerang Regional (A)
NSW5000,BACK CREEK,GAZETTED LOCALITY,2372,NSW,LGA17400,Tenterfield (A)
NSW5001,BACK CREEK,GAZETTED LOCALITY,2422,NSW,LGA15240,Mid-Coast (A)
NSW127,BACK FOREST,GAZETTED LOCALITY,2535,NSW,LGA16950,Shoalhaven (C)
NSW128,BACKMEDE,GAZETTED LOCALITY,2470,NSW,LGA16610,Richmond Valley (A)
NSW129,BACKWATER,GAZETTED LOCALITY,2365,NSW,LGA10130,Armidale Regional (A)
NSW130,BADGERYS CREEK,GAZETTED LOCALITY,2555,NSW,LGA14900,Liverpool (C)
NSW131,BADJA,GAZETTED LOCALITY,2630,NSW,LGA17040,Snowy Monaro Regional (A)
NSW132,BAERAMI,GAZETTED LOCALITY,2333,NSW,LGA15650,Muswellbrook (A)
NSW133,BAERAMI CREEK,GAZETTED LOCALITY,2333,NSW,LGA15650,Muswellbrook (A)
NSW134,BAGNOO,GAZETTED LOCALITY,2446,NSW,LGA16380,Port Macquarie-Hastings (A)
NSW135,BAGO,GAZETTED LOCALITY,2446,NSW,LGA16380,Port Macquarie-Hastings (A)
NSW136,BAGOTVILLE,GAZETTED LOCALITY,2477,NSW,LGA10250,Ballina (A)
NSW137,BAKERS CREEK,GAZETTED LOCALITY,2422,NSW,LGA15240,Mid-Coast (A)
NSW138,BAKERS CREEK,GAZETTED LOCALITY,2359,NSW,LGA17650,Uralla (A)
NSW139,BAKERS CREEK,GAZETTED LOCALITY,2447,NSW,LGA15700,Nambucca (A)
NSW140,BAKERS SWAMP,GAZETTED LOCALITY,2820,NSW,LGA18230,Western Plains Regional (A)
NSW5064,BALACLAVA,GAZETTED LOCALITY,2575,NSW,LGA18350,Wingecarribee (A)
NSW141,BALALA,GAZETTED LOCALITY,2358,NSW,LGA17650,Uralla (A)
NSW142,BALCOLYN,GAZETTED LOCALITY,2264,NSW,LGA14650,Lake Macquarie (C)
NSW143,BALD BLAIR,GAZETTED LOCALITY,2365,NSW,LGA10130,Armidale Regional (A)
NSW144,BALD HILLS,GAZETTED LOCALITY,2549,NSW,LGA10550,Bega Valley (A)
NSW145,BALD NOB,GAZETTED LOCALITY,2370,NSW,LGA13010,Glen Innes Severn (A)
NSW146,BALD RIDGE,GAZETTED LOCALITY,2795,NSW,LGA16100,Oberon (A)
NSW147,BALDERSLEIGH,GAZETTED LOCALITY,2365,NSW,LGA10130,Armidale Regional (A)
NSW148,BALDRY,GAZETTED LOCALITY,2867,NSW,LGA11400,Cabonne (A)
NSW149,BALFOURS PEAK,GAZETTED LOCALITY,2403,NSW,LGA13660,Gwydir (A)
NSW150,BALGOWLAH,GAZETTED LOCALITY,2093,NSW,LGA15990,Northern Beaches (A)
NSW151,BALGOWLAH HEIGHTS,GAZETTED LOCALITY,2093,NSW,LGA15990,Northern Beaches (A)
NSW152,BALGOWNIE,GAZETTED LOCALITY,2519,NSW,LGA18450,Wollongong (C)
NSW153,BALICKERA,GAZETTED LOCALITY,2324,NSW,LGA16400,Port Stephens (A)
NSW154,BALLADORAN,GAZETTED LOCALITY,2831,NSW,LGA12950,Gilgandra (A)
NSW155,BALLALABA,GAZETTED LOCALITY,2622,NSW,LGA16490,Queanbeyan-Palerang Regional (A)
NSW156,BALLDALE,GAZETTED LOCALITY,2646,NSW,LGA12870,Federation (A)
NSW157,BALLENGARRA,GAZETTED LOCALITY,2441,NSW,LGA16380,Port Macquarie-Hastings (A)
NSW158,BALLIMORE,GAZETTED LOCALITY,2830,NSW,LGA18230,Western Plains Regional (A)
NSW159,BALLINA,GAZETTED LOCALITY,2478,NSW,LGA10250,Ballina (A)
NSW160,BALLYROE,GAZETTED LOCALITY,2795,NSW,LGA16100,Oberon (A)
NSW161,BALMAIN,GAZETTED LOCALITY,2041,NSW,LGA14170,Inner West (A)
NSW162,BALMAIN EAST,GAZETTED LOCALITY,2041,NSW,LGA14170,Inner West (A)
NSW163,BALMORAL,GAZETTED LOCALITY,2283,NSW,LGA14650,Lake Macquarie (C)
NSW164,BALMORAL,GAZETTED LOCALITY,2571,NSW,LGA18350,Wingecarribee (A)
NSW165,BALRANALD,GAZETTED LOCALITY,2715,NSW,LGA10300,Balranald (A)
NSW166,BAMARANG,GAZETTED LOCALITY,2540,NSW,LGA16950,Shoalhaven (C)
NSW167,BANDA BANDA,GAZETTED LOCALITY,2446,NSW,LGA16380,Port Macquarie-Hastings (A)
NSW169,BANDON GROVE,GAZETTED LOCALITY,2420,NSW,LGA12700,Dungog (A)
NSW170,BANGADANG,GAZETTED LOCALITY,2729,NSW,LGA17080,Snowy Valleys (A)
NSW172,BANGALEE,GAZETTED LOCALITY,2541,NSW,LGA16950,Shoalhaven (C)
NSW173,BANGALOW,GAZETTED LOCALITY,2479,NSW,LGA11350,Byron (A)
NSW174,BANGHEET,GAZETTED LOCALITY,2404,NSW,LGA13660,Gwydir (A)
NSW175,BANGO,GAZETTED LOCALITY,2582,NSW,LGA18710,Yass Valley (A)
NSW176,BANGOR,GAZETTED LOCALITY,2234,NSW,LGA17150,Sutherland Shire (A)
NSW177,BANKSIA,GAZETTED LOCALITY,2216,NSW,LGA16650,Rockdale (C)
NSW178,BANKSMEADOW,GAZETTED LOCALITY,2019,NSW,LGA11100,Botany Bay (C)
NSW179,BANKSTOWN,GAZETTED LOCALITY,2200,NSW,LGA11570,Canterbury-Bankstown (A)
NSW180,BANKSTOWN AERODROME,GAZETTED LOCALITY,2200,NSW,LGA11570,Canterbury-Bankstown (A)
NSW181,BANNABY,GAZETTED LOCALITY,2580,NSW,LGA17640,Upper Lachlan Shire (A)
NSW182,BANNISTER,GAZETTED LOCALITY,2580,NSW,LGA17640,Upper Lachlan Shire (A)
NSW183,BANOON,GAZETTED LOCALITY,2347,NSW,LGA17310,Tamworth Regional (A)
NSW184,BANORA POINT,GAZETTED LOCALITY,2486,NSW,LGA17550,Tweed (A)
NSW185,BANYABBA,GAZETTED LOCALITY,2460,NSW,LGA11730,Clarence Valley (A)
NSW186,BAR BEACH,GAZETTED LOCALITY,2300,NSW,LGA15900,Newcastle (C)
NSW187,BAR POINT,GAZETTED LOCALITY,2083,NSW,LGA11650,Central Coast (C) (NSW)
NSW188,BARA,GAZETTED LOCALITY,2850,NSW,LGA15270,Mid-Western Regional (A)
NSW189,BARADINE,GAZETTED LOCALITY,2396,NSW,LGA18020,Warrumbungle Shire (A)
NSW5006,BARANGAROO,GAZETTED LOCALITY,2000,NSW,LGA17200,Sydney (C)
NSW191,BARCOONGERE,GAZETTED LOCALITY,2460,NSW,LGA11800,Coffs Harbour (C)
NSW192,BARDEN RIDGE,GAZETTED LOCALITY,2234,NSW,LGA17150,Sutherland Shire (A)
NSW5065,BARDIA,GAZETTED LOCALITY,2565,NSW,LGA11500,Campbelltown (C) (NSW)
NSW193,BARDWELL PARK,GAZETTED LOCALITY,2207,NSW,LGA16650,Rockdale (C)
NSW194,BARDWELL VALLEY,GAZETTED LOCALITY,2207,NSW,LGA16650,Rockdale (C)
NSW195,BARELLAN,GAZETTED LOCALITY,2665,NSW,LGA15800,Narrandera (A)
NSW196,BARGO,GAZETTED LOCALITY,2574,NSW,LGA18400,Wollondilly (A)
NSW197,BARHAM,GAZETTED LOCALITY,2732,NSW,LGA15520,Murray River (A)
NSW198,BARIGAN,GAZETTED LOCALITY,2850,NSW,LGA15270,Mid-Western Regional (A)
NSW199,BARKERS VALE,GAZETTED LOCALITY,2474,NSW,LGA14550,Kyogle (A)
NSW200,BARMEDMAN,GAZETTED LOCALITY,2668,NSW,LGA10800,Bland (A)
NSW202,BARNEYS REEF,GAZETTED LOCALITY,2852,NSW,LGA15270,Mid-Western Regional (A)
NSW203,BARNSLEY,GAZETTED LOCALITY,2278,NSW,LGA14650,Lake Macquarie (C)
NSW204,BAROOGA,GAZETTED LOCALITY,3644,NSW,LGA10650,Berrigan (A)
NSW205,BARRABA,GAZETTED LOCALITY,2347,NSW,LGA17310,Tamworth Regional (A)
NSW206,BARRACK HEIGHTS,GAZETTED LOCALITY,2528,NSW,LGA16900,Shellharbour (C)
NSW207,BARRACK POINT,GAZETTED LOCALITY,2528,NSW,LGA16900,Shellharbour (C)
NSW208,BARRAGANYATTI,GAZETTED LOCALITY,2441,NSW,LGA14350,Kempsey (A)
NSW209,BARRAGGA BAY,GAZETTED LOCALITY,2546,NSW,LGA10550,Bega Valley (A)
NSW210,BARRATTA,GAZETTED LOCALITY,2710,NSW,LGA12730,Edward River (A)
NSW211,BARREN GROUNDS,GAZETTED LOCALITY,2577,NSW,LGA14400,Kiama (A)
NSW212,BARRENGARRY,GAZETTED LOCALITY,2577,NSW,LGA16950,Shoalhaven (C)
NSW213,BARRETTS CREEK,GAZETTED LOCALITY,2460,NSW,LGA11730,Clarence Valley (A)
NSW214,BARRINGELLA,GAZETTED LOCALITY,2540,NSW,LGA16950,Shoalhaven (C)
NSW215,BARRINGTON,GAZETTED LOCALITY,2422,NSW,LGA15240,Mid-Coast (A)
NSW216,BARRINGTON TOPS,GAZETTED LOCALITY,2422,NSW,LGA15240,Mid-Coast (A)
NSW217,BARRY,GAZETTED LOCALITY,2799,NSW,LGA10850,Blayney (A)
NSW218,BARRY,GAZETTED LOCALITY,2340,NSW,LGA17620,Upper Hunter Shire (A)
NSW5096,BARWANG,GAZETTED LOCALITY,2594,NSW,LGA13910,Hilltops (A)
NSW219,BARWON,GAZETTED LOCALITY,2396,NSW,LGA18020,Warrumbungle Shire (A)
NSW220,BARYULGIL,GAZETTED LOCALITY,2460,NSW,LGA11730,Clarence Valley (A)
NSW221,BASIN VIEW,GAZETTED LOCALITY,2540,NSW,LGA16950,Shoalhaven (C)
NSW222,BASS HILL,GAZETTED LOCALITY,2197,NSW,LGA11570,Canterbury-Bankstown (A)
NSW223,BASSENDEAN,GAZETTED LOCALITY,2365,NSW,LGA10130,Armidale Regional (A)
NSW224,BATAR CREEK,GAZETTED LOCALITY,2439,NSW,LGA16380,Port Macquarie-Hastings (A)
NSW225,BATEAU BAY,GAZETTED LOCALITY,2261,NSW,LGA11650,Central Coast (C) (NSW)
NSW226,BATEHAVEN,GAZETTED LOCALITY,2536,NSW,LGA12750,Eurobodalla (A)
NSW227,BATEMANS BAY,GAZETTED LOCALITY,2536,NSW,LGA12750,Eurobodalla (A)
NSW228,BATHAMPTON,GAZETTED LOCALITY,2795,NSW,LGA10470,Bathurst Regional (A)
NSW229,BATHURST,GAZETTED LOCALITY,2795,NSW,LGA10470,Bathurst Regional (A)
NSW230,BATLOW,GAZETTED LOCALITY,2730,NSW,LGA17080,Snowy Valleys (A)
NSW231,BAULKHAM HILLS,GAZETTED LOCALITY,2153,NSW,LGA17420,The Hills Shire (A)
NSW232,BAW BAW,GAZETTED LOCALITY,2580,NSW,LGA13310,Goulburn Mulwaree (A)
NSW233,BAWLEY POINT,GAZETTED LOCALITY,2539,NSW,LGA16950,Shoalhaven (C)
NSW234,BAXTERS RIDGE,GAZETTED LOCALITY,2422,NSW,LGA15240,Mid-Coast (A)
NSW235,BAYVIEW,GAZETTED LOCALITY,2104,NSW,LGA15990,Northern Beaches (A)
NSW236,BEACON HILL,GAZETTED LOCALITY,2100,NSW,LGA15990,Northern Beaches (A)
NSW237,BEACONSFIELD,GAZETTED LOCALITY,2015,NSW,LGA17200,Sydney (C)
NSW238,BEAN CREEK,GAZETTED LOCALITY,2469,NSW,LGA14550,Kyogle (A)
NSW239,BEARBONG,GAZETTED LOCALITY,2827,NSW,LGA12950,Gilgandra (A)
NSW240,BEAUMONT,GAZETTED LOCALITY,2577,NSW,LGA16950,Shoalhaven (C)
NSW241,BEAUMONT HILLS,GAZETTED LOCALITY,2155,NSW,LGA17420,The Hills Shire (A)
NSW242,BECKOM,GAZETTED LOCALITY,2665,NSW,LGA12000,Coolamon (A)
NSW243,BECTIVE,GAZETTED LOCALITY,2340,NSW,LGA17310,Tamworth Regional (A)
NSW244,BECTRIC,GAZETTED LOCALITY,2665,NSW,LGA17350,Temora (A)
NSW5079,BEDGERABONG,GAZETTED LOCALITY,2871,NSW,LGA12900,Forbes (A)
NSW246,BEECHWOOD,GAZETTED LOCALITY,2446,NSW,LGA16380,Port Macquarie-Hastings (A)
NSW247,BEECROFT,GAZETTED LOCALITY,2119,NSW,LGA14000,Hornsby (A)
NSW248,BEECROFT PENINSULA,GAZETTED LOCALITY,2540,NSW,LGA16950,Shoalhaven (C)
NSW249,BEELBANGERA,GAZETTED LOCALITY,2680,NSW,LGA13450,Griffith (C)
NSW250,BEEMUNNEL,GAZETTED LOCALITY,2824,NSW,LGA17950,Warren (A)
NSW251,BEGA,GAZETTED LOCALITY,2550,NSW,LGA10550,Bega Valley (A)
NSW5097,BEGGAN BEGGAN,GAZETTED LOCALITY,2587,NSW,LGA13910,Hilltops (A)
NSW252,BELANGLO,GAZETTED LOCALITY,2577,NSW,LGA18350,Wingecarribee (A)
NSW253,BELBORA,GAZETTED LOCALITY,2422,NSW,LGA15240,Mid-Coast (A)
NSW254,BELFIELD,GAZETTED LOCALITY,2191,NSW,LGA11570,Canterbury-Bankstown (A)
NSW255,BELFORD,GAZETTED LOCALITY,2335,NSW,LGA17000,Singleton (A)
NSW256,BELFRAYDEN,GAZETTED LOCALITY,2650,NSW,LGA17750,Wagga Wagga (C)
NSW257,BELGRAVIA,GAZETTED LOCALITY,2800,NSW,LGA11400,Cabonne (A)
NSW259,BELIMBLA PARK,GAZETTED LOCALITY,2570,NSW,LGA18400,Wollondilly (A)
NSW260,BELL,GAZETTED LOCALITY,2786,NSW,LGA10900,Blue Mountains (C)
NSW261,BELLA VISTA,GAZETTED LOCALITY,2153,NSW,LGA17420,The Hills Shire (A)
NSW262,BELLAMBI,GAZETTED LOCALITY,2518,NSW,LGA18450,Wollongong (C)
NSW263,BELLANGRY,GAZETTED LOCALITY,2446,NSW,LGA16380,Port Macquarie-Hastings (A)
NSW264,BELLATA,GAZETTED LOCALITY,2397,NSW,LGA15750,Narrabri (A)
NSW265,BELLAWONGARAH,GAZETTED LOCALITY,2535,NSW,LGA16950,Shoalhaven (C)
NSW266,BELLBIRD,GAZETTED LOCALITY,2325,NSW,LGA11720,Cessnock (C)
NSW267,BELLBIRD HEIGHTS,GAZETTED LOCALITY,2325,NSW,LGA11720,Cessnock (C)
NSW268,BELLBROOK,GAZETTED LOCALITY,2440,NSW,LGA14350,Kempsey (A)
NSW269,BELLEVUE HILL,GAZETTED LOCALITY,2023,NSW,LGA18500,Woollahra (A)
NSW270,BELLIMBOPINNI,GAZETTED LOCALITY,2440,NSW,LGA14350,Kempsey (A)
NSW271,BELLINGEN,GAZETTED LOCALITY,2454,NSW,LGA10600,Bellingen (A)
NSW272,BELLMOUNT FOREST,GAZETTED LOCALITY,2581,NSW,LGA18710,Yass Valley (A)
NSW273,BELLTREES,GAZETTED LOCALITY,2337,NSW,LGA17620,Upper Hunter Shire (A)
NSW274,BELMONT,GAZETTED LOCALITY,2280,NSW,LGA14650,Lake Macquarie (C)
NSW275,BELMONT NORTH,GAZETTED LOCALITY,2280,NSW,LGA14650,Lake Macquarie (C)
NSW276,BELMONT SOUTH,GAZETTED LOCALITY,2280,NSW,LGA14650,Lake Macquarie (C)
